brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,trip_to,id
Bamboo Airways,1450375,14:00,23-05-2024,23-05-2024,15:25,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,442
Vietnam Airlines,1640240,21:00,23-05-2024,23-05-2024,22:30,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,443
Vietnam Airlines,1640240,21:15,23-05-2024,23-05-2024,22:45,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,444
VietJet Air,1680034,15:40,23-05-2024,23-05-2024,17:00,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,445
Vietnam Airlines,1789650,06:00,23-05-2024,23-05-2024,07:30,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,446
Vietnam Airlines,1921875,07:10,23-05-2024,23-05-2024,08:20,1h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,447
Vietnam Airlines,1921875,20:10,23-05-2024,23-05-2024,21:35,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,448
Vietnam Airlines,2076650,18:20,23-05-2024,23-05-2024,19:30,1h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,449
Vietnam Airlines,2076650,16:00,23-05-2024,23-05-2024,17:35,1h 35m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,450
Vietnam Airlines,2232450,13:05,23-05-2024,23-05-2024,14:30,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,451
Vietnam Airlines,2232450,15:20,23-05-2024,23-05-2024,16:45,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,452
Vietnam Airlines,2375950,08:00,23-05-2024,23-05-2024,09:30,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,453
Vietnam Airlines,2375950,11:45,23-05-2024,23-05-2024,13:15,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,454
Vietnam Airlines,2561475,10:30,23-05-2024,23-05-2024,12:00,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,455
Vietnam Airlines,2561475,08:55,23-05-2024,23-05-2024,10:30,1h 35m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,456
Vietravel Airlines,1252440,21:05,24-05-2024,24-05-2024,22:15,1h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,457
Vietravel Airlines,1252440,08:05,24-05-2024,24-05-2024,09:30,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,458
VietJet Air,1254622,05:35,24-05-2024,24-05-2024,06:55,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,459
VietJet Air,1267044,20:30,24-05-2024,24-05-2024,21:50,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,460
VietJet Air,1267044,20:35,24-05-2024,24-05-2024,21:55,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,461
VietJet Air,1396426,07:05,24-05-2024,24-05-2024,08:25,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,462
VietJet Air,1396426,13:40,24-05-2024,24-05-2024,15:00,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,463
VietJet Air,1396426,15:40,24-05-2024,24-05-2024,17:00,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,464
VietJet Air,1396426,16:15,24-05-2024,24-05-2024,17:35,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,465
VietJet Air,1396426,19:45,24-05-2024,24-05-2024,21:05,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,466
Bamboo Airways,1450375,09:40,24-05-2024,24-05-2024,11:05,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,467
Bamboo Airways,1450375,21:10,24-05-2024,24-05-2024,22:35,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,468
VietJet Air,1560046,11:30,24-05-2024,24-05-2024,12:50,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,469
VietJet Air,1560046,11:40,24-05-2024,24-05-2024,13:00,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,470
Bamboo Airways,1616425,14:00,24-05-2024,24-05-2024,15:25,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,471
Vietnam Airlines,1640240,21:15,24-05-2024,24-05-2024,22:45,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,472
Vietnam Airlines,1772190,21:05,24-05-2024,24-05-2024,22:30,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,473
Vietnam Airlines,1789650,05:40,24-05-2024,24-05-2024,07:05,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,474
Vietnam Airlines,1789650,20:35,24-05-2024,24-05-2024,22:05,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,475
Vietnam Airlines,1921875,06:00,24-05-2024,24-05-2024,07:30,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,476
Vietnam Airlines,1921875,06:25,24-05-2024,24-05-2024,07:55,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,477
Vietnam Airlines,2232450,15:20,24-05-2024,24-05-2024,16:45,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,478
Vietnam Airlines,2232450,16:00,24-05-2024,24-05-2024,17:35,1h 35m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,479
Vietnam Airlines,2375950,07:10,24-05-2024,24-05-2024,08:20,1h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,480
Vietnam Airlines,2375950,13:05,24-05-2024,24-05-2024,14:30,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,481
Vietnam Airlines,2375950,20:10,24-05-2024,24-05-2024,21:35,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,482
Vietnam Airlines,2561475,11:10,24-05-2024,24-05-2024,12:30,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,483
Vietnam Airlines,2561475,08:00,24-05-2024,24-05-2024,09:30,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,484
Vietnam Airlines,2561475,10:30,24-05-2024,24-05-2024,12:00,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,485
Vietnam Airlines,2561475,11:45,24-05-2024,24-05-2024,13:15,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,486
Vietnam Airlines,2561475,08:55,24-05-2024,24-05-2024,10:30,1h 35m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Đà Nẵng,487
Bamboo Airways,815432,12:05,,,13:00,55m,SGN,DLI,Unknown,488
VietJet Air,678302,18:35,,,19:30,55m,SGN,DLI,Unknown,489
Vietnam Airlines,908435,07:00,,,07:50,50m,SGN,DLI,Unknown,490
Vietnam Airlines,1020870,18:20,,,19:20,1h 0m,SGN,DLI,Unknown,491
Vietnam Airlines,1035811,06:15,,,07:05,50m,SGN,DLI,Unknown,492
Vietnam Airlines,1035811,17:25,,,18:15,50m,SGN,DLI,Unknown,493
Vietnam Airlines,1486342,10:25,,,11:10,45m,SGN,DLI,Unknown,494
VietJet Air,2917091,23:20,,,07:40,8h 20m,SGN,DLI,Unknown,495
VietJet Air,3086828,23:00,,,18:05,19h 5m,SGN,DLI,Unknown,496
VietJet Air,3086828,22:40,,,18:05,19h 25m,SGN,DLI,Unknown,497
VietJet Air,2688592,23:20,,,07:40,8h 20m,SGN,DLI,Unknown,498
VietJet Air,2688592,23:20,,,13:15,13h 55m,SGN,DLI,Unknown,499
VietJet Air,2909033,14:40,,,13:15,22h 35m,SGN,DLI,Unknown,500
VietJet Air,2910432,05:20,,,13:15,31h 55m,SGN,DLI,Unknown,501
VietJet Air,3024947,13:20,,,07:40,18h 20m,SGN,DLI,Unknown,502
VietJet Air,3024947,13:20,,,13:15,23h 55m,SGN,DLI,Unknown,503
VietJet Air,3024947,06:15,,,13:15,31h 0m,SGN,DLI,Unknown,504
VietJet Air,3339731,08:30,,,13:15,28h 45m,SGN,DLI,Unknown,505
Vietnam Airlines,4094475,07:00,,,13:55,6h 55m,SGN,DLI,Unknown,506
Vietnam Airlines,4191625,06:00,,,13:55,7h 55m,SGN,DLI,Unknown,507
Bamboo Airways,815432,12:05,,,13:00,55m,SGN,DLI,Unknown,508
VietJet Air,678302,18:25,,,19:30,1h 5m,SGN,DLI,Unknown,509
Vietnam Airlines,1016890,06:15,,,07:05,50m,SGN,DLI,Unknown,510
Vietnam Airlines,1035795,07:00,,,07:50,50m,SGN,DLI,Unknown,511
Vietnam Airlines,1219870,18:20,,,19:20,1h 0m,SGN,DLI,Unknown,512
Vietnam Airlines,1398970,17:25,,,18:15,50m,SGN,DLI,Unknown,513
Vietnam Airlines,1566130,10:25,,,11:10,45m,SGN,DLI,Unknown,514
VietJet Air,2956521,22:40,,,18:05,19h 25m,SGN,DLI,Unknown,515
VietJet Air,3024947,23:20,,,07:40,8h 20m,SGN,DLI,Unknown,516
VietJet Air,3024947,23:20,,,13:15,13h 55m,SGN,DLI,Unknown,517
Vietravel Airlines,767250,17:20,,,18:25,1h 5m,SGN,PQC,Unknown,518
Vietravel Airlines,835560,13:25,,,14:30,1h 5m,SGN,PQC,Unknown,519
VietJet Air,892980,15:15,,,16:15,1h 0m,SGN,PQC,Unknown,520
SUN PhuQuoc AIRWAYS,959442,15:25,,,16:25,1h 0m,SGN,PQC,Unknown,521
Vietnam Airlines,1059675,05:40,,,06:40,1h 0m,SGN,PQC,Unknown,522
VietJet Air,1122515,07:30,,,08:30,1h 0m,SGN,PQC,Unknown,523
VietJet Air,1133854,05:50,,,06:50,1h 0m,SGN,PQC,Unknown,524
SUN PhuQuoc AIRWAYS,1135820,10:35,,,11:35,1h 0m,SGN,PQC,Unknown,525
Vietnam Airlines,1213900,08:10,,,09:10,1h 0m,SGN,PQC,Unknown,526
Vietnam Airlines,1217880,15:20,,,16:20,1h 0m,SGN,PQC,Unknown,527
Vietravel Airlines,713790,17:20,,,18:25,1h 5m,SGN,PQC,Unknown,528
VietJet Air,678302,05:50,,,06:50,1h 0m,SGN,PQC,Unknown,529
Vietravel Airlines,835560,13:25,,,14:30,1h 5m,SGN,PQC,Unknown,530
Vietnam Airlines,861513,05:40,,,06:40,1h 0m,SGN,PQC,Unknown,531
VietJet Air,903606,07:30,,,08:30,1h 0m,SGN,PQC,Unknown,532
VietJet Air,903606,15:15,,,16:15,1h 0m,SGN,PQC,Unknown,533
SUN PhuQuoc AIRWAYS,959442,15:25,,,16:25,1h 0m,SGN,PQC,Unknown,534
SUN PhuQuoc AIRWAYS,1031940,10:35,,,11:35,1h 0m,SGN,PQC,Unknown,535
Vietnam Airlines,1080272,14:00,,,15:00,1h 0m,SGN,PQC,Unknown,536
Vietnam Airlines,1080272,15:20,,,16:20,1h 0m,SGN,PQC,Unknown,537
Vietravel Airlines,712800,17:15,,,18:25,1h 10m,SGN,PQC,Unknown,538
VietJet Air,652410,12:50,,,14:00,1h 10m,SGN,PQC,Unknown,539
VietJet Air,678302,07:30,,,08:30,1h 0m,SGN,PQC,Unknown,540
VietJet Air,678302,12:10,,,13:10,1h 0m,SGN,PQC,Unknown,541
Vietravel Airlines,835560,13:25,,,14:30,1h 5m,SGN,PQC,Unknown,542
Vietnam Airlines,861513,05:40,,,06:40,1h 0m,SGN,PQC,Unknown,543
VietJet Air,892980,05:50,,,06:50,1h 0m,SGN,PQC,Unknown,544
Vietnam Airlines,1080272,09:55,,,10:55,1h 0m,SGN,PQC,Unknown,545
Vietnam Airlines,1080272,14:00,,,15:00,1h 0m,SGN,PQC,Unknown,546
Vietnam Airlines,1080272,15:20,,,16:20,1h 0m,SGN,PQC,Unknown,547
Vietnam Airlines,1319370,07:35,,,08:40,1h 5m,SGN,TBB,Unknown,548
Vietnam Airlines,2020277,07:35,,,08:40,1h 5m,SGN,TBB,Unknown,549
Vietnam Airlines,3999900,06:40,,,13:45,7h 5m,SGN,TBB,Unknown,550
Vietnam Airlines,4051640,07:05,,,13:45,6h 40m,SGN,TBB,Unknown,551
Vietnam Airlines,4210840,07:00,,,13:45,6h 45m,SGN,TBB,Unknown,552
Vietnam Airlines,4264620,11:00,,,13:45,26h 45m,SGN,TBB,Unknown,553
Vietnam Airlines,4264620,10:45,,,13:45,27h 0m,SGN,TBB,Unknown,554
Vietnam Airlines,4338200,07:25,,,13:45,6h 20m,SGN,TBB,Unknown,555
Vietnam Airlines,4638690,08:00,,,13:45,5h 45m,SGN,TBB,Unknown,556
Vietnam Airlines,4823642,06:00,,,13:45,7h 45m,SGN,TBB,Unknown,557
Vietnam Airlines,1038780,07:35,,,08:40,1h 5m,SGN,TBB,Unknown,558
VietJet Air,903606,11:30,,,12:40,1h 10m,SGN,TBB,Unknown,559
Vietnam Airlines,3661849,07:00,,,13:45,6h 45m,SGN,TBB,Unknown,560
Vietnam Airlines,3789955,07:05,,,13:45,6h 40m,SGN,TBB,Unknown,561
Vietnam Airlines,3789955,06:40,,,13:45,7h 5m,SGN,TBB,Unknown,562
Vietnam Airlines,3854680,07:00,,,13:45,6h 45m,SGN,TBB,Unknown,563
Vietnam Airlines,3944180,07:25,,,13:45,6h 20m,SGN,TBB,Unknown,564
Vietnam Airlines,3951830,06:00,,,13:45,7h 45m,SGN,TBB,Unknown,565
Vietnam Airlines,4096465,08:00,,,13:45,5h 45m,SGN,TBB,Unknown,566
Vietnam Airlines,4096465,11:00,,,13:45,26h 45m,SGN,TBB,Unknown,567
Vietnam Airlines,1128330,07:35,,,08:40,1h 5m,SGN,TBB,Unknown,568
Vietnam Airlines,3327280,06:30,,,13:45,7h 15m,SGN,TBB,Unknown,569
Vietnam Airlines,3481882,06:40,,,13:45,7h 5m,SGN,TBB,Unknown,570
Vietnam Airlines,3640270,06:00,,,13:45,7h 45m,SGN,TBB,Unknown,571
Vietnam Airlines,3684535,07:00,,,13:45,6h 45m,SGN,TBB,Unknown,572
Vietnam Airlines,3921295,07:25,,,13:45,6h 20m,SGN,TBB,Unknown,573
Vietnam Airlines,3925775,12:00,,,13:45,25h 45m,SGN,TBB,Unknown,574
Vietnam Airlines,4096465,08:00,,,13:45,5h 45m,SGN,TBB,Unknown,575
Vietnam Airlines,4375017,11:00,,,13:45,26h 45m,SGN,TBB,Unknown,576
VietJet Air,1791855,23:00,,,14:30,15h 30m,SGN,VCA,Unknown,577
VietJet Air,1791855,22:40,,,14:30,15h 50m,SGN,VCA,Unknown,578
VietJet Air,1817551,07:20,,,14:30,7h 10m,SGN,VCA,Unknown,579
"Vietravel Airlines, VietJet Air",1883881,09:00,,,14:30,5h 30m,SGN,VCA,Unknown,580
"Bamboo Airways, VietJet Air",1908646,06:15,,,14:30,8h 15m,SGN,VCA,Unknown,581
"Vietravel Airlines, VietJet Air",2000745,19:10,,,14:30,19h 20m,SGN,VCA,Unknown,582
VietJet Air,2035395,21:25,,,14:30,17h 5m,SGN,VCA,Unknown,583
VietJet Air,2035395,20:40,,,14:30,17h 50m,SGN,VCA,Unknown,584
"Vietnam Airlines, VietJet Air",2040016,06:05,,,14:30,8h 25m,SGN,VCA,Unknown,585
VietJet Air,2046508,09:25,,,14:30,5h 5m,SGN,VCA,Unknown,586
VietJet Air,1585090,23:00,,,14:30,15h 30m,SGN,VCA,Unknown,587
VietJet Air,1585090,21:25,,,14:30,17h 5m,SGN,VCA,Unknown,588
VietJet Air,1627604,20:40,,,14:30,17h 50m,SGN,VCA,Unknown,589
"Vietravel Airlines, VietJet Air",1775170,19:10,,,14:30,19h 20m,SGN,VCA,Unknown,590
VietJet Air,1809820,18:15,,,14:30,20h 15m,SGN,VCA,Unknown,591
VietJet Air,1809820,15:25,,,14:30,23h 5m,SGN,VCA,Unknown,592
VietJet Air,2035395,07:20,,,14:30,7h 10m,SGN,VCA,Unknown,593
"VietJet Air, Vietnam Airlines",2079907,23:00,,,14:55,15h 55m,SGN,VCA,Unknown,594
"Vietravel Airlines, VietJet Air",2100735,09:00,,,14:30,5h 30m,SGN,VCA,Unknown,595
"VietJet Air, Vietnam Airlines",2110641,05:50,,,14:10,8h 20m,SGN,VCA,Unknown,596
VietJet Air,1777150,22:40,,,14:30,15h 50m,SGN,VCA,Unknown,597
VietJet Air,1784080,23:20,,,14:30,15h 10m,SGN,VCA,Unknown,598
VietJet Air,1784080,21:25,,,14:30,17h 5m,SGN,VCA,Unknown,599
VietJet Air,1798930,07:20,,,14:30,7h 10m,SGN,VCA,Unknown,600
VietJet Air,1798930,06:30,,,14:30,8h 0m,SGN,VCA,Unknown,601
"Bamboo Airways, VietJet Air",1803918,06:15,,,14:30,8h 15m,SGN,VCA,Unknown,602
"Vietravel Airlines, VietJet Air",1965250,09:00,,,14:30,5h 30m,SGN,VCA,Unknown,603
"Vietravel Airlines, VietJet Air",1972180,19:10,,,14:30,19h 20m,SGN,VCA,Unknown,604
VietJet Air,2004850,18:15,,,14:30,20h 15m,SGN,VCA,Unknown,605
VietJet Air,2025593,20:40,,,14:30,17h 50m,SGN,VCA,Unknown,606
